kingdom,class,phylum,order,family,genus,species
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter striatus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter striatus/astur cooperii
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus clarkii
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus occidentalis/clarkii
Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,Aeronautes saxatalis
Animalia,Chordata,Aves,NA,NA,Aerospiza,Aerospiza/tachyspiza/accipiter/astur sp.
Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Aimophila,Aimophila ruficeps
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix sponsa
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,Amazilia rutila
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona albifrons
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,Amazona sp.
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispiza,Amphispiza bilineata
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispizopsis,Amphispizopsis quinquestriata
Animalia,NA,NA,NA,NA,NA,Anarhynchus collaris
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,Anarhynchus nivosus
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,Anarhynchus wilsonia
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas acuta
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas diazi
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos/diazi
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,Anhinga anhinga
Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,Anous stolidus
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus cervinus
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus rubescens
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus sp.
Animalia,Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone canadensis
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus ridgwayi
Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica
Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma wollweberi
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara ararauna
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,Aramides axillaris
Animalia,Chordata,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,Archilochus alexandri
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,Archilochus colubris
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,Archilochus colubris/alexandri
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea ibis
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna creatopus
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna grisea
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna pacifica
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria melanocephala
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Artemisiospiza,Artemisiospiza nevadensis
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio otus
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio stygius
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii
Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes pileatus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,Attila spadiceus
Animalia,Chordata,Aves,Passeriformes,Remizidae,Auriparus,Auriparus flaviceps
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya affinis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya americana
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya collaris
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya marila
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya marila/affinis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya sp.
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya valisineria
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus culicivorus
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus rufifrons
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Basilinna,Basilinna leucotis
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Basilinna,Basilinna xantusii
Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,Bombycilla cedrorum
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Botaurus exilis
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Botaurus lentiginosus
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta bernicla
Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo virginianus
Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala albeola
Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,Bucephala clangula
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo albonotatus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo brachyurus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo lineatus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo plagiatus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo plagiatus/nitidus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo platypterus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo sp.
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus anthracinus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus anthracinus/urubitinga
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,Buteogallus urubitinga
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Butorides virescens
Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,Cairina moschata
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Calamospiza,Calamospiza melanocorys
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alba
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris alpina
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris bairdii
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris himantopus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris maritima
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris mauri
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris mauri/pusilla
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris minutilla
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pugnax
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pusilla
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris sp.
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris virgata
Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica
Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica/gambelii
Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla douglasii
Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla gambelii
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,Calothorax lucifer
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte anna
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte costae
Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus guatemalensis
Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus sp.
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Camptostoma,Camptostoma imberbe
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus brunneicapillus
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus gularis
Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus
Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,Cardellina pusilla
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis/sinuatus
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis sinuatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Cacicus,Cassiculus melanicterus
Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Cathartes,Cathartes aura
Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus aurantiirostris
Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus guttatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,Catharus ustulatus
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Catherpes,Catherpes mexicanus
Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana
Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura vauxi
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius melodus
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius semipalmatus
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius/thinornis/anarhynchus sp.
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias niger
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,Chondestes grammacus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Chondrohierax,Chondrohierax uncinatus
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,Chordeiles acutipennis
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,Chordeiles minor
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus philadelphia
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus hudsonius
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,Cistothorus palustris
Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,Clangula hyemalis
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus americanus
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus minor
Animalia,Mollusca,Gastropoda,Caenogastropoda,Pleuroceridae,Elimia,Cochlearius cochlearius
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes auratus
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes auratus/chrysoides
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes auricularis
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina inca
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina passerina
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina passerina/talpacoti
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina sp.
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus cooperi
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus pertinax
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus sordidulus
Animalia,Chordata,Aves,Cathartiformes,Cathartidae,Coragyps,Coragyps atratus
Animalia,Chordata,Aves,Passeriformes,Regulidae,Corthylio,Corthylio calendula
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus sinaloae
Animalia,Chordata,Actinopterygii,Perciformes,Cottidae,Cottus,Corvus sp.
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,Crotophaga sulcirostris
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cyanocompsa,Cyanocompsa parellina
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax beecheii
Animalia,Chordata,Aves,Passeriformes,Corvidae,Calocitta,Cyanocorax colliei
Animalia,Chordata,Aves,NA,NA,Cyanocorax,Cyanocorax colliei x formosus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Calocitta,Cyanocorax formosus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax sanblasianus
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax sp.
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax yncas
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus auriceps
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris/lawrencei
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,Cynanthus latirostris lawrencei
Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides,Cypseloides niger
Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna bicolor
Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates scalaris
Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,Dryocopus lineatus
Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,Dumetella carolinensis
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta caerulea
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta rufescens
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta thula
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta tricolor
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta/ardea sp.
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Elanus leucurus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax albigularis
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax difficilis
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax fulvifrons
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax hammondii
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax minimus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax oberholseri
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax sp.
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax wrightii
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,Eremophila alpestris
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus albus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,Euphagus cyanocephalus
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,Euphonia godmani
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eupsittula,Eupsittula canicularis
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus lachrymosus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco columbarius
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco mexicanus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco rufigularis
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sp.
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sparverius
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Fregata magnificens
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Fregata sp.
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica americana
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago delicata
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula galeata
Animalia,Chordata,Amphibia,Anura,Hylidae,Acris,Gallus gallus
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia adamsii
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia immer
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia pacifica
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia sp.
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata
Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,Gelochelidon nilotica
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,Geococcyx californianus
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,Geococcyx velox
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,Geococcyx velox/californianus
Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis beldingi
Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis poliocephala
Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis sp.
Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis tolmiei
Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis trichas
Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,Geotrygon montana
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,Geranoaetus albicaudatus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranospiza,Geranospiza caerulescens
Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium brasilianum
Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium gnoma
Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,Glaucidium palmarum
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Granatellus,Granatellus venustus
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Habia,Habia rubica
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus bachmani
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus palliatus
Animalia,Chordata,Aves,NA,NA,Haematopus,Haematopus palliatus x bachmani
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus palliatus/bachmani
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous cassinii
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliomaster,Heliomaster constantii
Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros,Helmitheros vermivorum
Animalia,Chordata,Aves,Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus mexicanus
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica
Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,Histrionicus histrionicus
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates leucorhous
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Hydrobates leucorhous/socorroensis (dark-rumped)
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Hydrobates leucorhous/socorroensis (white-rumped)
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Hydrobates leucorhous/socorroensis/cheimomnestes
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates melania
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,Hydrobates microsoma
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Hydrobates tethys
Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne caspia
Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,Hydroprogne/thalasseus sp.
Animalia,Chordata,Aves,Passeriformes,Icteriidae,Icteria,Icteria virens
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus bullockii
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus bullockii/abeillei
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus cucullatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus galbula
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus graduacauda
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus parisorum
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus pustulatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus spurius
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus spurius/cucullatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus wagleri
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Azana,Jacana spinosa
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco phaeonotus
Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius ludovicianus
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Laridae
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus brachyrhynchus
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus californicus
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus delawarensis
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus fuscus
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus glaucescens
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus glaucoides
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus heermanni
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus livens
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus livens/occidentalis
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus occidentalis
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus smithsonianus
Animalia,Chordata,Aves,NA,NA,Larus,Larus smithsonianus x glaucescens
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus sp.
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Laterallus flaviventer
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis celata
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis luciae
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis peregrina
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis ruficapilla
Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis virginiae
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Lepidocolaptes,Lepidocolaptes leucogaster
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi
Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,Leucophaeus atricilla
Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,Leucophaeus pipixcan
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus/scolopaceus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus scolopaceus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa fedoa
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Limosa sp.
Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,Lophodytes cucullatus
Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca americana
